case,name,timestamp,resource,cost
ORD-1031,Dispatched to Carrier,2025-01-27 19:21,Dispatch Team A,10.11
ORD-1031,In Transit,2025-01-31 17:21,Local Courier,31.87
ORD-1031,Delivery Failed,2025-01-31 18:21,DHL,11.91
ORD-1031,Rescheduled Delivery,2025-02-01 21:21,Customer Service,11.91
ORD-1031,In Transit,2025-02-03 11:21,DHL,42.34
ORD-1031,Delivered,2025-02-04 5:21,DHL,31.39
ORD-1031,Delivery Confirmed,2025-02-04 20:21,Customer Service,11.73
ORD-1032,Order Placed,2025-01-01 11:00,Web Portal,14.82
ORD-1032,Order Confirmed,2025-01-01 11:18,Sales Agent A,12.08
ORD-1032,Payment Processed,2025-01-01 11:37,Payment Gateway,2.41
ORD-1032,Inventory Checked,2025-01-01 13:18,Warehouse System,9.04
ORD-1032,Order Picked,2025-01-01 13:41,Picker B,4.35
ORD-1032,Quality Inspection,2025-01-01 14:07,QC Inspector B,8.13
ORD-1032,Order Packed,2025-01-01 14:25,Packer B,7
ORD-1032,Shipping Label Generated,2025-01-01 14:41,Shipping System,7.05
ORD-1032,Dispatched to Carrier,2025-01-01 17:04,Dispatch Team A,11.05
ORD-1032,In Transit,2025-01-05 17:04,Local Courier,18.57
ORD-1032,Delivered,2025-01-06 14:04,DHL,7.74
ORD-1032,Delivery Confirmed,2025-01-07 21:04,Customer Service,6.68
ORD-1033,Order Placed,2025-01-19 10:00,Mobile App,1.57
ORD-1033,Order Confirmed,2025-01-19 10:03,Sales Agent A,9.32
ORD-1033,Payment Processed,2025-01-19 10:16,Payment Gateway,4.49
ORD-1033,Inventory Checked,2025-01-19 13:08,Inventory Clerk B,8.45
ORD-1033,Order Picked,2025-01-19 16:09,Robot Picker,14.92
ORD-1033,Quality Inspection,2025-01-19 17:26,QC Inspector B,7.08
ORD-1033,Order Packed,2025-01-19 18:53,Packer B,1.94
ORD-1033,Shipping Label Generated,2025-01-19 19:20,Shipping System,12.87
ORD-1033,Dispatched to Carrier,2025-01-20 0:32,Dispatch Team A,6.74
ORD-1033,In Transit,2025-01-21 17:32,FedEx,20.25
ORD-1033,Delivered,2025-01-22 8:32,FedEx,23.72
ORD-1033,Delivery Confirmed,2025-01-22 15:32,Customer Service,6.69
ORD-1034,Order Placed,2025-02-13 12:00,Web Portal,10.46
ORD-1034,Order Confirmed,2025-02-13 12:16,System Auto,1.82
ORD-1034,Payment Processed,2025-02-13 12:31,Payment Gateway,6.76
ORD-1034,Inventory Checked,2025-02-13 14:16,Warehouse System,8.57
ORD-1034,Order Picked,2025-02-13 19:31,Picker C,10.22
ORD-1034,Quality Inspection,2025-02-13 20:33,QC Inspector B,13.17
ORD-1034,Order Packed,2025-02-13 21:37,Packer C,1.25
ORD-1034,Shipping Label Generated,2025-02-13 21:51,Logistics Coord,5.6
ORD-1034,Dispatched to Carrier,2025-02-14 3:16,Dispatch Team A,2.74
ORD-1034,In Transit,2025-02-17 4:16,DHL,43.13
ORD-1034,Delivered,2025-02-17 16:16,Local Courier,21.54
ORD-1034,Delivery Confirmed,2025-02-18 10:16,System Auto,12.2
ORD-1035,Order Placed,2025-01-05 11:00,Customer Service,12.53
ORD-1035,Order Confirmed,2025-01-05 11:09,System Auto,3.12
ORD-1035,Payment Failed,2025-01-05 12:43,Payment Gateway,13.86
ORD-1035,Payment Retry,2025-01-06 0:43,Payment Gateway,3.13
ORD-1035,Payment Processed,2025-01-06 1:06,Finance Team,1.51
ORD-1035,Inventory Checked,2025-01-06 3:58,Warehouse System,1.83
ORD-1035,Order Picked,2025-01-06 8:44,Picker B,5.95
ORD-1035,Quality Inspection,2025-01-06 9:52,QC Inspector B,2.78
ORD-1035,Order Packed,2025-01-06 10:41,Packer C,5.2
ORD-1035,Shipping Label Generated,2025-01-06 11:04,Shipping System,13.31
ORD-1035,Dispatched to Carrier,2025-01-06 12:53,Dispatch Team A,11.44
ORD-1035,In Transit,2025-01-07 6:53,Local Courier,8.67
ORD-1035,Delivered,2025-01-07 21:53,Local Courier,24.08
ORD-1035,Delivery Confirmed,2025-01-09 12:53,Customer Service,6.51
ORD-1036,Order Placed,2025-02-06 18:00,Web Portal,5.51
ORD-1036,Order Confirmed,2025-02-06 18:04,Sales Agent A,10.33
ORD-1036,Payment Processed,2025-02-06 19:24,Finance Team,8.14
ORD-1036,Inventory Checked,2025-02-06 20:52,Warehouse System,3.7
ORD-1036,Out of Stock,2025-02-07 1:52,Warehouse System,0.61
ORD-1036,Backorder Placed,2025-02-07 4:52,Procurement Team,11.63
ORD-1036,Stock Replenished,2025-02-10 21:52,Warehouse System,5.26
ORD-1036,Order Picked,2025-02-10 22:10,Robot Picker,11.33
ORD-1036,Quality Inspection,2025-02-10 22:42,QC Inspector A,6.01
ORD-1036,Order Packed,2025-02-10 23:21,Packer C,8.6
ORD-1036,Shipping Label Generated,2025-02-10 23:47,Logistics Coord,1.55
ORD-1036,Dispatched to Carrier,2025-02-11 0:38,Dispatch Team B,0.77
ORD-1036,In Transit,2025-02-11 21:38,FedEx,30.91
ORD-1036,Delivered,2025-02-12 16:38,FedEx,36.93
ORD-1036,Delivery Confirmed,2025-02-13 19:38,Customer Service,2.17
ORD-1037,Order Placed,2025-01-04 13:00,Customer Service,7.17
ORD-1037,Order Confirmed,2025-01-04 13:23,Sales Agent A,1.78
ORD-1037,Order Cancelled,2025-01-04 15:23,Customer Service,6.82
ORD-1037,Refund Initiated,2025-01-04 22:23,Finance Team,6.24
ORD-1038,Order Placed,2025-02-22 22:00,Web Portal,5.33
ORD-1038,Order Confirmed,2025-02-22 22:06,System Auto,7.9
ORD-1038,Payment Processed,2025-02-22 22:25,Payment Gateway,13.64
ORD-1038,Inventory Checked,2025-02-23 0:04,Inventory Clerk A,11.05
ORD-1038,Out of Stock,2025-02-23 6:04,Warehouse System,3.93
ORD-1038,Backorder Placed,2025-02-23 8:04,Procurement Team,3.36
ORD-1038,Stock Replenished,2025-02-25 23:04,Procurement Team,3.07
ORD-1038,Order Picked,2025-02-26 5:54,Robot Picker,7.23
ORD-1038,Quality Inspection,2025-02-26 7:16,QC Inspector B,10.38
ORD-1038,Order Packed,2025-02-26 8:38,Packer C,9.71
ORD-1038,Shipping Label Generated,2025-02-26 9:02,Logistics Coord,13.03
ORD-1038,Dispatched to Carrier,2025-02-26 14:53,Dispatch Team B,2.69
ORD-1038,In Transit,2025-02-27 10:53,FedEx,24.9
ORD-1038,Delivered,2025-02-27 20:53,FedEx,31.61
ORD-1038,Delivery Confirmed,2025-02-28 19:53,System Auto,5
ORD-1039,Order Placed,2025-03-19 3:00,Mobile App,12.56
ORD-1039,Order Confirmed,2025-03-19 3:03,Sales Agent B,13.03
ORD-1039,Payment Processed,2025-03-19 4:57,Payment Gateway,9.42
ORD-1039,Inventory Checked,2025-03-19 7:16,Inventory Clerk A,7.21
ORD-1039,Order Picked,2025-03-19 12:14,Picker A,7.02
ORD-1039,Quality Inspection,2025-03-19 14:07,QC Inspector A,5.16
ORD-1039,Order Packed,2025-03-19 15:17,Packer C,2.69
ORD-1039,Shipping Label Generated,2025-03-19 15:23,Logistics Coord,2
ORD-1039,Dispatched to Carrier,2025-03-19 18:48,Dispatch Team A,7.82
ORD-1039,In Transit,2025-03-21 4:48,DHL,16.15
ORD-1039,Delivered,2025-03-21 19:48,FedEx,28.58
ORD-1039,Delivery Confirmed,2025-03-23 11:48,System Auto,5.78
ORD-1040,Order Placed,2025-02-18 6:00,Mobile App,10.34
ORD-1040,Order Confirmed,2025-02-18 6:02,Sales Agent B,9.89
ORD-1040,Payment Processed,2025-02-18 6:15,Finance Team,1.87
ORD-1040,Inventory Checked,2025-02-18 8:03,Inventory Clerk A,4.15
ORD-1040,Order Picked,2025-02-18 15:34,Picker B,5.33
ORD-1040,Quality Inspection,2025-02-18 16:58,QC Inspector A,13.79
ORD-1040,Order Packed,2025-02-18 17:47,Packer C,10.63
ORD-1040,Shipping Label Generated,2025-02-18 18:04,Shipping System,9.13
ORD-1040,Dispatched to Carrier,2025-02-18 19:17,Dispatch Team B,8.6
ORD-1040,In Transit,2025-02-22 17:17,FedEx,41.59
ORD-1040,Delivered,2025-02-23 15:17,Local Courier,42.3
ORD-1040,Delivery Confirmed,2025-02-25 15:17,System Auto,9.87
ORD-1041,Order Placed,2025-03-14 6:00,Web Portal,5.76
ORD-1041,Order Confirmed,2025-03-14 6:06,System Auto,5.46
ORD-1041,Payment Processed,2025-03-14 7:49,Finance Team,3.28
ORD-1041,Inventory Checked,2025-03-14 8:34,Warehouse System,1.62
ORD-1041,Order Picked,2025-03-14 16:01,Picker A,7.86
ORD-1041,Quality Inspection,2025-03-14 17:20,QC Inspector A,10.1
ORD-1041,Order Packed,2025-03-14 18:49,Packer A,9.16
ORD-1041,Shipping Label Generated,2025-03-14 18:58,Shipping System,3.12
ORD-1041,Dispatched to Carrier,2025-03-15 0:47,Dispatch Team A,10.96
ORD-1041,In Transit,2025-03-15 17:47,FedEx,21.39
ORD-1041,Delivered,2025-03-16 17:47,DHL,48.63
ORD-1041,Delivery Confirmed,2025-03-18 9:47,Customer Service,11.41
ORD-1042,Order Placed,2025-03-18 14:00,Web Portal,4.99
ORD-1042,Order Confirmed,2025-03-18 14:26,Sales Agent A,13.61
ORD-1042,Payment Processed,2025-03-18 14:55,Finance Team,10.34
ORD-1042,Inventory Checked,2025-03-18 17:31,Inventory Clerk A,7.19
ORD-1042,Order Picked,2025-03-18 20:10,Robot Picker,7.79
ORD-1042,Quality Inspection,2025-03-18 21:13,QC Inspector A,12.34
ORD-1042,Order Packed,2025-03-18 22:40,Packer A,13.16
ORD-1042,Shipping Label Generated,2025-03-18 22:46,Logistics Coord,13.17
ORD-1042,Dispatched to Carrier,2025-03-19 3:59,Dispatch Team A,10.82
ORD-1042,In Transit,2025-03-22 9:59,DHL,17.83
ORD-1042,Delivered,2025-03-22 15:59,FedEx,25.22
ORD-1042,Delivery Confirmed,2025-03-24 0:59,System Auto,12.55
ORD-1043,Order Placed,2025-01-16 15:00,Mobile App,13.33
ORD-1043,Order Confirmed,2025-01-16 15:30,System Auto,6.52
ORD-1043,Order Cancelled,2025-01-16 22:30,System Auto,3.92
ORD-1043,Refund Initiated,2025-01-17 0:30,Finance Team,3.76
ORD-1044,Order Placed,2025-02-24 9:00,Customer Service,5.36
ORD-1044,Order Confirmed,2025-02-24 9:05,System Auto,1.06
ORD-1044,Payment Processed,2025-02-24 10:56,Finance Team,10.59
ORD-1044,Inventory Checked,2025-02-24 11:41,Inventory Clerk B,7.3
ORD-1044,Order Cancelled,2025-02-24 21:41,Customer Service,13.63
ORD-1044,Refund Initiated,2025-02-24 22:41,Finance Team,3.63
ORD-1045,Order Placed,2025-01-26 12:00,Customer Service,9.33
ORD-1045,Order Confirmed,2025-01-26 12:14,System Auto,11.75
ORD-1045,Payment Processed,2025-01-26 12:49,Finance Team,2.27
ORD-1045,Inventory Checked,2025-01-26 14:00,Inventory Clerk A,9.76
ORD-1045,Order Picked,2025-01-26 19:33,Robot Picker,1.41
ORD-1045,Quality Inspection,2025-01-26 21:30,QC Inspector B,9.15
ORD-1045,Order Packed,2025-01-26 21:42,Packer C,7.97
ORD-1045,Shipping Label Generated,2025-01-26 21:54,Shipping System,4.72
ORD-1045,Dispatched to Carrier,2025-01-26 22:24,Dispatch Team B,3.99
ORD-1045,In Transit,2025-01-29 15:24,DHL,34.9
ORD-1045,Delivered,2025-01-29 18:24,Local Courier,48.86
ORD-1045,Delivery Confirmed,2025-01-29 23:24,System Auto,6.16
ORD-1046,Order Placed,2025-03-22 5:00,Mobile App,14.73
ORD-1046,Order Confirmed,2025-03-22 5:09,Sales Agent B,0.74
ORD-1046,Payment Processed,2025-03-22 6:54,Payment Gateway,5.5
ORD-1046,Inventory Checked,2025-03-22 9:52,Inventory Clerk B,2
ORD-1046,Order Picked,2025-03-22 15:04,Picker C,2.43
ORD-1046,Quality Inspection,2025-03-22 15:59,QC Inspector B,12.3
ORD-1046,Order Packed,2025-03-22 16:31,Packer C,7.24
ORD-1046,Shipping Label Generated,2025-03-22 16:58,Logistics Coord,9.66
ORD-1046,Dispatched to Carrier,2025-03-22 18:37,Dispatch Team A,10.88
ORD-1046,In Transit,2025-03-25 16:37,DHL,18.2
ORD-1046,Delivered,2025-03-25 18:37,DHL,44.86
ORD-1046,Delivery Confirmed,2025-03-26 15:37,Customer Service,7.97
ORD-1047,Order Placed,2025-03-22 19:00,Customer Service,3.27
ORD-1047,Order Confirmed,2025-03-22 19:12,System Auto,13.05
ORD-1047,Payment Processed,2025-03-22 19:59,Finance Team,2.3
ORD-1047,Inventory Checked,2025-03-22 21:43,Inventory Clerk A,13.4
ORD-1047,Order Picked,2025-03-23 4:18,Robot Picker,13.47
ORD-1047,Quality Inspection,2025-03-23 5:17,QC Inspector B,14.62
ORD-1047,Order Packed,2025-03-23 6:30,Packer C,7.71
ORD-1047,Shipping Label Generated,2025-03-23 7:00,Logistics Coord,12.12
ORD-1047,Dispatched to Carrier,2025-03-23 11:07,Dispatch Team A,6.74
ORD-1047,In Transit,2025-03-28 8:07,DHL,29.55
ORD-1047,Delivered,2025-03-28 19:07,DHL,8.6
ORD-1047,Delivery Confirmed,2025-03-30 14:07,Customer Service,4.94
ORD-1048,Order Placed,2025-03-14 17:00,Mobile App,5.6
ORD-1048,Order Confirmed,2025-03-14 17:02,Sales Agent B,13.12
ORD-1048,Payment Processed,2025-03-14 17:52,Finance Team,4.48
ORD-1048,Inventory Checked,2025-03-14 18:16,Warehouse System,10.23
ORD-1048,Order Picked,2025-03-14 21:58,Picker C,7.94
ORD-1048,Quality Inspection,2025-03-14 23:43,QC Inspector A,14.32
ORD-1048,Order Packed,2025-03-15 0:11,Packer C,10.33
ORD-1048,Shipping Label Generated,2025-03-15 0:30,Shipping System,2.33
ORD-1048,Dispatched to Carrier,2025-03-15 3:00,Dispatch Team B,5.75
ORD-1048,In Transit,2025-03-18 15:00,DHL,32.23
ORD-1048,Delivered,2025-03-19 13:00,FedEx,47.7
ORD-1048,Delivery Confirmed,2025-03-20 13:00,Customer Service,11.56
ORD-1049,Order Placed,2025-01-24 11:00,Mobile App,5.06
ORD-1049,Order Confirmed,2025-01-24 11:09,System Auto,14.43
ORD-1049,Payment Processed,2025-01-24 11:17,Payment Gateway,7.74
ORD-1049,Inventory Checked,2025-01-24 13:06,Inventory Clerk B,2.21
ORD-1049,Order Picked,2025-01-24 19:57,Picker C,10.71
ORD-1049,Quality Inspection,2025-01-24 20:34,QC Inspector B,10.56
ORD-1049,Order Packed,2025-01-24 21:46,Packer A,2.28
ORD-1049,Shipping Label Generated,2025-01-24 21:53,Logistics Coord,3
ORD-1049,Dispatched to Carrier,2025-01-25 2:10,Dispatch Team A,12.25
ORD-1049,In Transit,2025-01-30 2:10,FedEx,35.05
ORD-1049,Delivered,2025-01-31 1:10,DHL,29.75
ORD-1049,Delivery Confirmed,2025-01-31 20:10,Customer Service,12.84
ORD-1050,Order Placed,2025-01-30 17:00,Customer Service,3.75
ORD-1050,Order Confirmed,2025-01-30 17:07,System Auto,3.93
ORD-1050,Payment Processed,2025-01-30 18:15,Payment Gateway,5.73
ORD-1050,Inventory Checked,2025-01-30 20:51,Inventory Clerk A,7.28
ORD-1050,Out of Stock,2025-01-31 1:51,Warehouse System,9.37
ORD-1050,Backorder Placed,2025-01-31 2:51,Procurement Team,4.98
ORD-1050,Stock Replenished,2025-02-06 4:51,Warehouse System,11.65
ORD-1050,Order Picked,2025-02-06 12:07,Picker A,2.32
ORD-1050,Quality Inspection,2025-02-06 12:57,QC Inspector A,7.02
ORD-1050,Order Packed,2025-02-06 14:13,Packer B,2.36
ORD-1050,Shipping Label Generated,2025-02-06 14:42,Shipping System,11.63
ORD-1050,Dispatched to Carrier,2025-02-06 16:18,Dispatch Team B,7.79
ORD-1050,In Transit,2025-02-07 11:18,DHL,28.31
ORD-1050,Delivered,2025-02-07 21:18,DHL,12.29
ORD-1050,Delivery Confirmed,2025-02-09 19:18,System Auto,5.52
ORD-1051,Order Placed,2025-03-30 13:00,Web Portal,4.13
ORD-1051,Order Confirmed,2025-03-30 13:21,Sales Agent B,4.48
ORD-1051,Payment Processed,2025-03-30 14:46,Finance Team,9.41
ORD-1051,Inventory Checked,2025-03-30 15:19,Inventory Clerk B,9.79
ORD-1051,Order Picked,2025-03-30 20:37,Picker B,2.98
ORD-1051,Quality Inspection,2025-03-30 22:06,QC Inspector B,12.72
ORD-1051,Order Packed,2025-03-30 23:28,Packer A,12.47
ORD-1051,Shipping Label Generated,2025-03-30 23:33,Shipping System,1.16
ORD-1051,Dispatched to Carrier,2025-03-31 5:31,Dispatch Team B,9.94
ORD-1051,In Transit,2025-04-04 19:31,Local Courier,23.75
ORD-1051,Delivery Failed,2025-04-05 16:31,DHL,7.72
ORD-1051,Rescheduled Delivery,2025-04-07 20:31,Logistics Coord,9.81
ORD-1051,In Transit,2025-04-09 22:31,FedEx,16.02
ORD-1051,Delivered,2025-04-10 20:31,FedEx,18.38
ORD-1051,Delivery Confirmed,2025-04-11 1:31,System Auto,2.79
ORD-1052,Order Placed,2025-03-12 22:00,Web Portal,5.43
ORD-1052,Order Confirmed,2025-03-12 22:05,Sales Agent A,12.99
ORD-1052,Payment Processed,2025-03-12 22:50,Finance Team,14.64
ORD-1052,Inventory Checked,2025-03-12 23:33,Inventory Clerk A,7.97
ORD-1052,Order Picked,2025-03-13 0:42,Picker C,4.01
ORD-1052,Quality Inspection,2025-03-13 1:07,QC Inspector B,7.02
ORD-1052,Order Packed,2025-03-13 1:35,Packer A,1.23
ORD-1052,Shipping Label Generated,2025-03-13 1:52,Logistics Coord,4.1
ORD-1052,Dispatched to Carrier,2025-03-13 3:43,Dispatch Team B,14.04
ORD-1052,In Transit,2025-03-17 11:43,FedEx,13.54
ORD-1052,Delivered,2025-03-17 17:43,FedEx,49.82
ORD-1052,Delivery Confirmed,2025-03-18 23:43,Customer Service,13.25
ORD-1053,Order Placed,2025-03-26 21:00,Mobile App,7.83
ORD-1053,Order Confirmed,2025-03-26 21:08,System Auto,8.96
ORD-1053,Payment Processed,2025-03-26 21:19,Payment Gateway,4.58
ORD-1053,Inventory Checked,2025-03-27 0:01,Inventory Clerk B,10.25
ORD-1053,Order Picked,2025-03-27 2:42,Picker A,12.78
ORD-1053,Quality Inspection,2025-03-27 3:47,QC Inspector A,13.3
ORD-1053,Order Packed,2025-03-27 4:43,Packer B,5.81
ORD-1053,Shipping Label Generated,2025-03-27 5:00,Shipping System,8.77
ORD-1053,Dispatched to Carrier,2025-03-27 7:09,Dispatch Team B,8.52
ORD-1053,In Transit,2025-03-28 4:09,FedEx,27.69
ORD-1053,Delivered,2025-03-28 22:09,FedEx,42.14
ORD-1053,Delivery Confirmed,2025-03-30 14:09,System Auto,2.37
ORD-1054,Order Placed,2025-01-17 12:00,Mobile App,8.59
ORD-1054,Order Confirmed,2025-01-17 12:12,System Auto,3.39
ORD-1054,Payment Processed,2025-01-17 13:22,Finance Team,7.75
ORD-1054,Inventory Checked,2025-01-17 13:43,Warehouse System,2.49
ORD-1054,Order Picked,2025-01-17 16:48,Robot Picker,8.03
ORD-1054,Quality Inspection,2025-01-17 17:17,QC Inspector A,5.26
ORD-1054,Order Packed,2025-01-17 18:45,Packer B,2.86
ORD-1054,Shipping Label Generated,2025-01-17 19:09,Logistics Coord,9.11
ORD-1054,Dispatched to Carrier,2025-01-17 23:58,Dispatch Team B,10.78
ORD-1054,In Transit,2025-01-20 1:58,FedEx,41.71
ORD-1054,Delivered,2025-01-20 13:58,FedEx,35.32
ORD-1054,Delivery Confirmed,2025-01-21 16:58,Customer Service,12.05
ORD-1055,Order Placed,2025-01-05 13:00,Mobile App,14.52
ORD-1055,Order Confirmed,2025-01-05 13:26,Sales Agent B,8.88
ORD-1055,Payment Failed,2025-01-05 15:03,Payment Gateway,8.96
ORD-1055,Payment Retry,2025-01-05 21:03,Finance Team,2.64
ORD-1055,Payment Processed,2025-01-05 22:35,Payment Gateway,0.96
ORD-1055,Inventory Checked,2025-01-05 23:13,Warehouse System,0.77
ORD-1055,Order Picked,2025-01-06 2:08,Robot Picker,2.7
ORD-1055,Quality Inspection,2025-01-06 3:46,QC Inspector A,6.45
ORD-1055,Order Packed,2025-01-06 5:14,Packer B,13.16
ORD-1055,Shipping Label Generated,2025-01-06 5:42,Shipping System,10.73
ORD-1055,Dispatched to Carrier,2025-01-06 10:37,Dispatch Team A,8.63
ORD-1055,In Transit,2025-01-10 10:37,FedEx,28.65
ORD-1055,Delivered,2025-01-10 21:37,DHL,25.68
ORD-1055,Delivery Confirmed,2025-01-12 8:37,Customer Service,8.42
ORD-1056,Order Placed,2025-02-15 2:00,Web Portal,14.38
ORD-1056,Order Confirmed,2025-02-15 2:09,Sales Agent B,4.83
ORD-1056,Payment Failed,2025-02-15 2:52,Payment Gateway,10.72
ORD-1056,Payment Retry,2025-02-16 1:52,Finance Team,5.1
ORD-1056,Payment Processed,2025-02-16 2:41,Finance Team,4.67
ORD-1056,Inventory Checked,2025-02-16 5:17,Inventory Clerk B,8.38
ORD-1056,Order Picked,2025-02-16 13:10,Robot Picker,12.37
ORD-1056,Quality Inspection,2025-02-16 14:58,QC Inspector A,4.71
ORD-1056,Order Packed,2025-02-16 15:44,Packer C,1.65
ORD-1056,Shipping Label Generated,2025-02-16 16:03,Logistics Coord,11.34
ORD-1056,Dispatched to Carrier,2025-02-16 18:22,Dispatch Team A,12.51
ORD-1056,In Transit,2025-02-18 16:22,Local Courier,36.33
ORD-1056,Delivered,2025-02-18 21:22,DHL,32.71
ORD-1056,Delivery Confirmed,2025-02-20 11:22,System Auto,4.02
ORD-1057,Order Placed,2025-02-08 12:00,Web Portal,1.95
ORD-1057,Order Confirmed,2025-02-08 12:11,Sales Agent B,7.35
ORD-1057,Payment Failed,2025-02-08 13:43,Payment Gateway,0.58
ORD-1057,Payment Retry,2025-02-09 7:43,Payment Gateway,6.4
ORD-1057,Payment Processed,2025-02-09 9:40,Finance Team,7.42
ORD-1057,Inventory Checked,2025-02-09 10:41,Inventory Clerk A,5.16
ORD-1057,Order Picked,2025-02-09 16:26,Picker A,13.67
ORD-1057,Quality Inspection,2025-02-09 16:47,QC Inspector A,8.26
ORD-1057,Order Packed,2025-02-09 17:01,Packer A,6.56
ORD-1057,Shipping Label Generated,2025-02-09 17:11,Shipping System,14.96
ORD-1057,Dispatched to Carrier,2025-02-09 21:04,Dispatch Team B,3.2
ORD-1057,In Transit,2025-02-14 8:04,FedEx,44.45
ORD-1057,Delivered,2025-02-14 9:04,FedEx,30.56
ORD-1057,Delivery Confirmed,2025-02-14 16:04,Customer Service,4.63
ORD-1058,Order Placed,2025-03-31 11:00,Web Portal,12.84
ORD-1058,Order Confirmed,2025-03-31 11:15,Sales Agent A,3.3
ORD-1058,Payment Processed,2025-03-31 11:34,Finance Team,2.86
ORD-1058,Inventory Checked,2025-03-31 13:41,Inventory Clerk B,4.23
ORD-1058,Order Picked,2025-03-31 15:31,Picker A,11.18
ORD-1058,Quality Inspection,2025-03-31 17:22,QC Inspector B,8.73
ORD-1058,Order Packed,2025-03-31 17:56,Packer A,9.36
ORD-1058,Shipping Label Generated,2025-03-31 18:21,Logistics Coord,12.49
ORD-1058,Dispatched to Carrier,2025-03-31 23:14,Dispatch Team B,1.76
ORD-1058,In Transit,2025-04-05 0:14,DHL,13.32
ORD-1058,Delivered,2025-04-05 5:14,FedEx,19.56
ORD-1058,Delivery Confirmed,2025-04-05 21:14,System Auto,4.28
ORD-1059,Order Placed,2025-02-10 4:00,Mobile App,14.33
ORD-1059,Order Confirmed,2025-02-10 4:10,Sales Agent B,10.98
ORD-1059,Payment Processed,2025-02-10 4:16,Finance Team,9.98
ORD-1059,Inventory Checked,2025-02-10 5:26,Warehouse System,10.18
ORD-1059,Order Picked,2025-02-10 9:39,Picker C,2.82
ORD-1059,Quality Inspection,2025-02-10 11:16,QC Inspector B,10.51
ORD-1059,Order Packed,2025-02-10 12:03,Packer B,9.41
ORD-1059,Shipping Label Generated,2025-02-10 12:15,Shipping System,7.43
ORD-1059,Dispatched to Carrier,2025-02-10 16:37,Dispatch Team B,6.53
ORD-1059,In Transit,2025-02-14 2:37,FedEx,39.08
ORD-1059,Delivered,2025-02-15 0:37,DHL,39.28
ORD-1059,Delivery Confirmed,2025-02-16 20:37,System Auto,8.12
ORD-1060,Order Placed,2025-03-03 17:00,Customer Service,2.13
ORD-1060,Order Confirmed,2025-03-03 17:27,Sales Agent B,13.59
ORD-1060,Payment Processed,2025-03-03 17:57,Payment Gateway,2.89
ORD-1060,Inventory Checked,2025-03-03 20:20,Inventory Clerk A,2.19
ORD-1060,Order Picked,2025-03-03 22:20,Robot Picker,1.82
ORD-1060,Quality Inspection,2025-03-03 23:35,QC Inspector B,12.23
ORD-1060,Order Packed,2025-03-04 0:43,Packer A,7.94
